,voltage,test_time,current,internal_resistance,charge_capacity,discharge_capacity,charge_energy,discharge_energy,temperature,cycle_index,cycle_type,step_index,step_index_counter,step_type,discharge_dQdV,charge_dQdV
16000,4.3924623,97505.68,-0.012199588,0.0,0.2672532005,7.92e-08,1.022288373,3.48e-07,,1,rpt_0.05C,13,2,1,-0.017918527,0.0
16001,4.389672,97520.69678776548,-0.012060074,0.0,0.2672532005,5.008094732146111e-05,1.022288373,0.0002198100967297836,,1,rpt_0.05C,13,2,1,-0.022942584,0.0
16002,4.3868814,97539.92517785572,-0.011953265,0.0,0.2672532005,0.00011410235466546834,1.022288373,0.0005007385124909113,,1,rpt_0.05C,13,2,1,-0.046909865,0.0
16003,4.384091,97579.24507014028,-0.011995827,0.0,0.2672532005,0.00024500459430543315,1.022288373,0.0010747994302944869,,1,rpt_0.05C,13,2,1,-0.05887954,0.0
16004,4.3813004,97628.59753949074,-0.012003165,0.0,0.2672532005,0.0004093082688233575,1.022288373,0.0017949120077866425,,1,rpt_0.05C,13,2,1,-0.071066536,0.0
16005,4.3785095,97688.16559932363,-0.011985373,0.0,0.2672532005,0.0006076198372682722,1.022288373,0.0026635212800616226,,1,rpt_0.05C,13,2,1,-0.077304,0.0
16006,4.375719,97752.9611056323,-0.012001359,0.0,0.2672532005,0.0008233370635639017,1.022288373,0.0036077411155094295,,1,rpt_0.05C,13,2,1,-0.078580685,0.0
16007,4.3729286,97818.82749499,-0.011981348,0.0,0.2672532005,0.0010426169039793015,1.0222883730000003,0.004566944169637316,,1,rpt_0.05C,13,2,1,-0.08727227,0.0
16008,4.370138,97891.97892284571,-0.01199298,0.0,0.2672532005,0.0012861506672891838,1.022288373,0.005631576381202668,,1,rpt_0.05C,13,2,1,-0.08965835,0.0
16009,4.3673477,97967.1303507014,-0.011993591,0.0,0.2672532005,0.0015363427962170578,1.022288373,0.006724568601980774,,1,rpt_0.05C,13,2,1,-0.08522143,0.0
16010,4.3645573,98038.5629173973,-0.01197392,0.0,0.2672532005,0.0017741536745421024,1.022288373,0.007762846758820172,,1,rpt_0.05C,13,2,1,-0.09846589,0.0
